example_idx,gt,raw_response,parsed_answer,correct,abs_error,rel_error,latency_sec,error
49,3.0,"```python
def solve():
    # We solve the LP:
    # Minimize:  C = 1*x + 2*y
    # Subject to:
    #   40x + 15y >= 100  (calcium)
    #   25x + 30y >= 50   (iron)
    #   x, y >= 0
    
    # The optimal solution for a 2-variable LP with linear constraints
    # will occur at a corner (intersection of constraint lines or axes).
    # We compute candidate corner points and choose the feasible one
    # with minimum cost.
    
    candidates = []
    
    # 1) Intersection of the two constraint lines:
    #    40x + 15y = 100
    #    25x + 30y = 50
    # Solve this 2x2 system.
    # From the first: 40x = 100 - 15y -> x = (100 - 15y)/40
    # Substitute into second:
    # 25*(100 - 15y)/40 + 30y = 50
    # Multiply both sides by 40:
    # 25*(100 - 15y) + 1200y = 2000
    # 2500 - 375y + 1200y = 2000
    # 2500 + 825y = 2000
    # 825y = -500
    # y = -500/825 (negative, so infeasible)
    y = -500.0 / 825.0
    x = (100.0 - 15.0 * y) / 40.0
    # Check feasibility
    if x >= 0 and y >= 0 and 40*x + 15*y >= 100 - 1e-9 and 25*x + 30*y >= 50 - 1e-9:
        candidates.append((x, y))
    
    # 2) Intersection with x-axis (y = 0):
    # Calcium: 40x >= 100 -> x >= 2.5
    # Iron:    25x >= 50  -> x >= 2
    # So minimum feasible x is 2.5
    x = 2.5
    y = 0.0
    if 40*x + 15*y >= 100 - 1e-9 and 25*x + 30*y >= 50 - 1e-9:
        candidates.append((x, y))
    
    # 3) Intersection with y-axis (x = 0):
    # Calcium: 15y >= 100 -> y >= 100/15
    # Iron:    30y >= 50  -> y >= 50/30
    # So minimum feasible y is 100/15
    x = 0.0
    y = 100.0 / 15.0
    if 40*x + 15*y >= 100 - 1e-9 and 25*x + 30*y >= 50 - 1e-9:
        candidates.append((x, y))
    
    # Evaluate objective at all candidates and return minimum cost
    best_cost = float('inf')
    for x, y in candidates:
        cost = x + 2.0 * y
        if cost < best_cost:
            best_cost = cost
    
    return best_cost
```",2.5,False,0.5,0.1666666666111111,4.787190198898315,
50,14375.0,"```python
def solve():
    # We solve the LP:
    # Maximize 56x + 75y
    # subject to:
    #   x + y <= 300        (land)
    #   6x + 3y <= 575      (labor)
    #   22x + 25y <= 10000  (water)
    #   x >= 0, y >= 0
    
    # We'll solve by checking all corner points of the feasible region.
    # Constraints in standard form:
    # C1: x + y <= 300
    # C2: 6x + 3y <= 575
    # C3: 22x + 25y <= 10000
    # C4: x >= 0
    # C5: y >= 0
    
    # Helper to compute objective
    def objective(x, y):
        return 56 * x + 75 * y

    # List to store candidate points
    points = []

    # Intersections with axes:
    # y = 0:
    #   From C1: x <= 300
    #   From C2: 6x <= 575 -> x <= 575/6
    #   From C3: 22x <= 10000 -> x <= 10000/22
    x_max_y0 = min(300, 575.0/6.0, 10000.0/22.0)
    if x_max_y0 >= 0:
        points.append((x_max_y0, 0.0))

    # x = 0:
    #   From C1: y <= 300
    #   From C2: 3y <= 575 -> y <= 575/3
    #   From C3: 25y <= 10000 -> y <= 10000/25
    y_max_x0 = min(300, 575.0/3.0, 10000.0/25.0)
    if y_max_x0 >= 0:
        points.append((0.0, y_max_x0))

    # Intersection C1 & C2:
    # x + y = 300
    # 6x + 3y = 575
    # From first: y = 300 - x
    # Substitute: 6x + 3(300 - x) = 575 -> 6x + 900 - 3x = 575 -> 3x = -325 -> x = -325/3 (infeasible)
    # So no feasible intersection here.

    # Intersection C1 & C3:
    # x + y = 300
    # 22x + 25y = 10000
    # y = 300 - x
    # 22x + 25(300 - x) = 10000
    # 22x + 7500 - 25x = 10000
    # -3x = 2500 -> x = -2500/3 (infeasible)
    # So no feasible intersection here.

    # Intersection C2 & C3:
    # 6x + 3y = 575
    # 22x + 25y = 10000
    # Solve:
    # From first: 3y = 575 - 6x -> y = (575 - 6x)/3
    # Substitute into second:
    # 22x + 25*(575 - 6x)/3 = 10000
    # Multiply by 3:
    # 66x + 25*(575 - 6x) = 30000
    # 66x + 14375 - 150x = 30000
    # -84x = 15625
    # x = -15625/84 (infeasible)
    # So no feasible intersection here.

    # Intersection with non-negativity and each constraint individually:
    # Already considered x-axis and y-axis intersections.
    # Also consider the origin (0,0)
    points.append((0.0, 0.0))

    # Now filter points that satisfy all constraints
    feasible_points = []
    for x, y in points:
        if x < 0 or y < 0:
            continue
        if x + y > 300 + 1e-9:
            continue
        if 6*x + 3*y > 575 + 1e-9:
            continue
        if 22*x + 25*y > 10000 + 1e-9:
            continue
        feasible_points.append((x, y))

    # If no feasible points found (should not happen here), return 0
    if not feasible_points:
        return 0.0

    # Compute maximum objective over feasible points
    best_value = None
    for x, y in feasible_points:
        val = objective(x, y)
        if best_value is None or val > best_value:
            best_value = val

    return float(best_value)
```",14375.0,True,0.0,0.0,7.033827781677246,
51,25.0,"```python
def solve():
    # We solve the LP:
    # Minimize: x + y
    # Subject to:
    # 1) 10000x + 5000y >= 150000
    # 2) 12x + 5y <= 160
    # 3) x <= 0.35(x + y)  ->  0.65x <= 0.35y  -> 13x <= 7y
    # 4) y >= 8
    # 5) x >= 0, y >= 0
    #
    # We'll solve it analytically and return the optimal objective value.
    #
    # From constraints:
    # (1) 10000x + 5000y >= 150000  ->  2x + y >= 30
    # (2) 12x + 5y <= 160
    # (3) 13x <= 7y
    # (4) y >= 8
    #
    # The feasible region is a polygon; the optimum of a linear program lies at a vertex.
    # We find candidate vertices by intersecting boundary lines and checking feasibility.

    # Helper to check feasibility
    def feasible(x, y):
        if x < 0 or y < 0:
            return False
        if 2 * x + y < 30 - 1e-9:  # demand
            return False
        if 12 * x + 5 * y > 160 + 1e-9:  # technicians
            return False
        if 13 * x > 7 * y + 1e-9:  # high-volume proportion
            return False
        if y < 8 - 1e-9:  # minimum low-volume pipes
            return False
        return True

    candidates = []

    # 1) Intersection of demand (2x + y = 30) and technicians (12x + 5y = 160)
    # Solve:
    # 2x + y = 30  -> y = 30 - 2x
    # 12x + 5(30 - 2x) = 160 -> 12x + 150 - 10x = 160 -> 2x = 10 -> x = 5, y = 20
    x1, y1 = 5.0, 20.0
    if feasible(x1, y1):
        candidates.append((x1, y1))

    # 2) Intersection of demand (2x + y = 30) and proportion (13x = 7y)
    # From 13x = 7y -> y = (13/7)x
    # 2x + (13/7)x = 30 -> (27/7)x = 30 -> x = 210/27 = 70/9, y = (13/7)*(70/9) = 130/9
    x2 = 70.0 / 9.0
    y2 = 130.0 / 9.0
    if feasible(x2, y2):
        candidates.append((x2, y2))

    # 3) Intersection of technicians (12x + 5y = 160) and proportion (13x = 7y)
    # y = (13/7)x
    # 12x + 5*(13/7)x = 160 -> (12 + 65/7)x = 160 -> (149/7)x = 160 -> x = 1120/149
    # y = (13/7)*x = 2080/149
    x3 = 1120.0 / 149.0
    y3 = 2080.0 / 149.0
    if feasible(x3, y3):
        candidates.append((x3, y3))

    # 4) Intersection of demand (2x + y = 30) and y = 8
    # 2x + 8 = 30 -> x = 11
    x4, y4 = 11.0, 8.0
    if feasible(x4, y4):
        candidates.append((x4, y4))

    # 5) Intersection of technicians (12x + 5y = 160) and y = 8
    # 12x + 40 = 160 -> x = 10
    x5, y5 = 10.0, 8.0
    if feasible(x5, y5):
        candidates.append((x5, y5))

    # 6) Intersection of proportion (13x = 7y) and y = 8
    # y = 8 -> x = 56/13
    x6, y6 = 56.0 / 13.0, 8.0
    if feasible(x6, y6):
        candidates.append((x6, y6))

    # Also consider potential boundary points where one constraint is tight and others are just satisfied.
    # For completeness, we can also scan along y >= 8 for intersections with constraints.
    # But the above cover all pairwise intersections of active constraints that can define vertices.

    if not candidates:
        return float('nan')

    # Objective: minimize x + y
    best_val = float('inf')
    for x, y in candidates:
        val = x + y
        if val < best_val:
            best_val = val

    return float(best_val)
```",25.0,True,0.0,0.0,5.274358510971069,
52,1000.0,"```python
def solve():
    # We solve the LP by enumerating feasible integer solutions for
    # number of liquid (L) and foam (F) sanitizers.
    #
    # Maximize: 30L + 20F
    # Subject to:
    #   40L + 60F <= 2000   (water)
    #   50L + 40F <= 2100   (alcohol)
    #   F > L               (foam exceeds liquid)
    #   L <= 30             (at most 30 liquid)
    #   L, F >= 0 and integers
    
    best_value = float('-inf')
    
    # L can be from 0 to 30
    for L in range(0, 31):
        # F must be at least L+1 (since F > L)
        F_min = L + 1
        
        # Upper bounds from constraints:
        # 40L + 60F <= 2000  -> 60F <= 2000 - 40L
        #                    -> F <= (2000 - 40L) / 60
        if 2000 - 40 * L < 0:
            continue
        F_max_water = (2000 - 40 * L) // 60
        
        # 50L + 40F <= 2100  -> 40F <= 2100 - 50L
        #                    -> F <= (2100 - 50L) / 40
        if 2100 - 50 * L < 0:
            continue
        F_max_alcohol = (2100 - 50 * L) // 40
        
        F_max = min(F_max_water, F_max_alcohol)
        
        if F_min > F_max:
            continue
        
        # Since objective is increasing in F (coefficient 20 > 0),
        # best F for this L is F_max.
        F = F_max
        
        value = 30 * L + 20 * F
        if value > best_value:
            best_value = value
    
    return float(best_value)
```",970.0,False,30.0,0.029999999999970002,3.089059829711914,
53,690.0,"```python
def solve():
    # Let x = number of calcium pills
    #     y = number of vitamin D pills
    #
    # Constraints:
    # 1) x + y >= 130
    # 2) y >= 40
    # 3) x > y  (strict, but we'll treat as x >= y + 1 for integers)
    # 4) x, y are integers and nonnegative
    #
    # Objective: minimize total time = 5x + 6y
    #
    # Because coefficients are positive, at optimum we'll have x + y = 130
    # (otherwise we could reduce both x and y while keeping constraints).
    #
    # So set x = 130 - y.
    # Then constraints become:
    # - y >= 40
    # - x > y  -> 130 - y > y -> 130 > 2y -> y < 65
    # - x, y >= 0 automatically satisfied in this range.
    #
    # So y is integer with 40 <= y <= 64.
    # Objective: 5(130 - y) + 6y = 650 - 5y + 6y = 650 + y
    # This is increasing in y, so minimize y.
    #
    # Thus y = 40, x = 90.
    # Minimum total time = 5*90 + 6*40 = 450 + 240 = 690.
    
    return float(690)
```",690.0,True,0.0,0.0,2.1127192974090576,
54,1680.0,"```python
def solve():
    # We want to maximize electricity:
    # Let x = number of alpha experiments
    #     y = number of beta experiments
    #
    # Maximize:  8x + 10y
    # Subject to:
    #   3x + 5y <= 800   (metal)
    #   5x + 4y <= 750   (acid)
    #   x >= 0, y >= 0
    #
    # This is a 2-variable linear program; the optimum lies at a corner (feasible vertex).
    # Candidate vertices come from intersections of constraint lines and axes.

    # 1) Intersection of the two constraints:
    #    3x + 5y = 800
    #    5x + 4y = 750
    #
    # Solve the system:
    # From first: 3x = 800 - 5y  => x = (800 - 5y)/3
    # Substitute into second:
    #   5*(800 - 5y)/3 + 4y = 750
    #   (4000 - 25y)/3 + 4y = 750
    #   4000 - 25y + 12y = 2250
    #   4000 - 13y = 2250
    #   13y = 1750
    #   y = 1750 / 13
    y_inter = 1750.0 / 13.0
    x_inter = (800.0 - 5.0 * y_inter) / 3.0

    # Check feasibility (should be feasible by construction)
    candidates = []

    # Intersection point
    if x_inter >= 0 and y_inter >= 0:
        candidates.append((x_inter, y_inter))

    # 2) Intersection with x-axis (y = 0):
    #    3x <= 800  => x <= 800/3
    #    5x <= 750  => x <= 150
    # So max feasible x on x-axis is min(800/3, 150)
    x_axis = min(800.0 / 3.0, 150.0)
    candidates.append((x_axis, 0.0))

    # 3) Intersection with y-axis (x = 0):
    #    5y <= 800  => y <= 160
    #    4y <= 750  => y <= 187.5
    # So max feasible y on y-axis is min(160, 187.5) = 160
    candidates.append((0.0, 160.0))

    # Evaluate objective 8x + 10y at all candidate points
    best_value = None
    for x, y in candidates:
        value = 8.0 * x + 10.0 * y
        if (best_value is None) or (value > best_value):
            best_value = value

    return best_value
```",1684.6153846153845,False,4.615384615384528,0.00274725274725106,3.3814384937286377,
55,25.0,"```python
def solve():
    # We want to minimize total number of lifts: x + y
    # x = number of densely-seated lifts
    # y = number of loosely-seated lifts
    #
    # Constraints:
    # 1) Capacity: 45x + 20y >= 1000
    # 2) Electricity: 30x + 22y <= 940
    # 3) At least 5 loosely-seated lifts: y >= 5
    # 4) x, y are nonnegative integers
    #
    # We'll brute-force over feasible integer values of y and compute the minimal x
    # that satisfies the constraints, then choose the combination with minimal x + y.

    best_value = None

    # Upper bounds: from electricity and capacity
    # From electricity: 30x + 22y <= 940 => x <= (940 - 22y)/30
    # From capacity:   45x + 20y >= 1000 => x >= (1000 - 20y)/45
    # Also x >= 0, y >= 5
    #
    # For y, electricity gives: 22y <= 940 => y <= 42 (since 22*42 = 924, 22*43 = 946 > 940)
    # Capacity alone doesn't give an upper bound on y (more y only helps).
    # So we can safely search y from 5 to 42.

    for y in range(5, 43):
        # Compute minimal x satisfying capacity
        # 45x + 20y >= 1000 => x >= (1000 - 20y)/45
        min_x_capacity = (1000 - 20 * y) / 45.0
        # x must be at least this, and integer, and nonnegative
        if min_x_capacity < 0:
            x_start = 0
        else:
            # ceiling of min_x_capacity
            x_start = int(min_x_capacity)
            if x_start < min_x_capacity:
                x_start += 1

        # Now increase x from x_start until electricity constraint is violated
        # or we find a feasible x.
        # Electricity: 30x + 22y <= 940 => x <= (940 - 22y)/30
        max_x_electricity = (940 - 22 * y) / 30.0
        if max_x_electricity < 0:
            # No feasible x for this y
            continue

        # x must be <= floor(max_x_electricity)
        x_end = int(max_x_electricity)

        if x_start > x_end:
            # No feasible integer x for this y
            continue

        # The smallest feasible x is x_start
        x = x_start

        # Check feasibility (should be feasible by construction, but we verify)
        if 45 * x + 20 * y >= 1000 and 30 * x + 22 * y <= 940:
            total_lifts = x + y
            if best_value is None or total_lifts < best_value:
                best_value = total_lifts

    # Return the optimal objective value (minimal total number of lifts) as float
    return float(best_value)
```",25.0,True,0.0,0.0,3.789985179901123,
56,7.0,"```python
def solve():
    # We need to minimize total printers: x + y
    # x = number of premium printers
    # y = number of regular printers
    #
    # Constraints:
    # 1) 30x + 20y >= 200   (pages per minute)
    # 2) 4x + 3y <= 35      (ink units per minute)
    # 3) y < x              (regular less than premium)
    # 4) x, y are nonnegative integers
    #
    # We'll brute force over a reasonable range of x and y.
    # Upper bounds: from ink constraint, 4x + 3y <= 35
    # implies x <= 35/4 < 9, y <= 35/3 < 12, so we can search x in [0, 9], y in [0, 12].

    best_value = None

    for x in range(0, 10):      # 0..9
        for y in range(0, 13):  # 0..12
            # Check constraints
            if 30 * x + 20 * y < 200:
                continue
            if 4 * x + 3 * y > 35:
                continue
            if not (y < x):
                continue

            total = x + y
            if best_value is None or total < best_value:
                best_value = total

    # Return the optimal objective value (minimum total number of printers)
    # as a float, per the requirement.
    return float(best_value if best_value is not None else 0.0)
```",7.0,True,0.0,0.0,2.2523014545440674,
57,85500.0,"```python
def solve():
    # We need to solve the LP:
    # Maximize: 30x + 180y
    # Subject to:
    #   200x + 447y <= 250000   (budget)
    #   x + y <= 475           (sales limit)
    #   x >= 0, y >= 0
    #
    # We'll solve by enumerating corner points of the feasible region.

    # Helper to check feasibility
    def feasible(x, y):
        if x < 0 or y < 0:
            return False
        if 200 * x + 447 * y > 250000 + 1e-9:
            return False
        if x + y > 475 + 1e-9:
            return False
        return True

    # List of candidate corner points:
    candidates = []

    # 1) Intersections with axes from each constraint

    # From budget with y = 0: 200x = 250000 -> x = 1250
    x = 250000 / 200.0
    y = 0.0
    if feasible(x, y):
        candidates.append((x, y))

    # From budget with x = 0: 447y = 250000 -> y = 250000/447
    x = 0.0
    y = 250000 / 447.0
    if feasible(x, y):
        candidates.append((x, y))

    # From sales limit with y = 0: x = 475
    x = 475.0
    y = 0.0
    if feasible(x, y):
        candidates.append((x, y))

    # From sales limit with x = 0: y = 475
    x = 0.0
    y = 475.0
    if feasible(x, y):
        candidates.append((x, y))

    # 2) Intersection of budget and sales limit:
    #   200x + 447y = 250000
    #   x + y = 475 -> x = 475 - y
    # Substitute:
    #   200(475 - y) + 447y = 250000
    #   95000 - 200y + 447y = 250000
    #   95000 + 247y = 250000
    #   247y = 155000
    #   y = 155000 / 247
    y = 155000.0 / 247.0
    x = 475.0 - y
    if feasible(x, y):
        candidates.append((x, y))

    # 3) Origin (0,0) is also a corner
    if feasible(0.0, 0.0):
        candidates.append((0.0, 0.0))

    # Evaluate objective at all candidates
    best_value = float('-inf')
    for x, y in candidates:
        value = 30.0 * x + 180.0 * y
        if value > best_value:
            best_value = value

    return best_value
```",85500.0,True,0.0,0.0,3.7717599868774414,
58,9000.0,"```python
def solve():
    # Let x = loaves of bread, y = batches of cookies
    # Maximize: 5x + 3y
    # Subject to:
    #   Mixer: 1*x + 0.5*y <= 3000
    #   Oven:  3*x + 1*y   <= 3000
    #   x >= 0, y >= 0
    
    # Corner points come from intersections of constraints and axes.
    # 1) x = 0:
    #    0.5y <= 3000 -> y <= 6000
    #    y <= 3000
    #    So (0, 3000)
    #
    # 2) y = 0:
    #    x <= 3000
    #    3x <= 3000 -> x <= 1000
    #    So (1000, 0)
    #
    # 3) Intersection of:
    #    x + 0.5y = 3000
    #    3x + y   = 3000
    #
    # From first: y = 6000 - 2x
    # Plug into second:
    #   3x + (6000 - 2x) = 3000
    #   x + 6000 = 3000
    #   x = -3000 (infeasible, negative)
    #
    # So feasible corner points are (0,0), (0,3000), (1000,0).
    
    candidates = [(0.0, 0.0), (0.0, 3000.0), (1000.0, 0.0)]
    
    best_value = float('-inf')
    for x, y in candidates:
        value = 5.0 * x + 3.0 * y
        if value > best_value:
            best_value = value
    
    return best_value
```",9000.0,True,0.0,0.0,2.3479952812194824,
59,2200.0,"```python
def solve():
    # We solve the LP:
    # Minimize: 50*x + 30*y
    # Subject to:
    #   100*x + 80*y >= 5000
    #   0 <= y <= 30
    #   x >= 0
    #
    # Because there are only two variables and a simple bound on y,
    # we can search over feasible integer y in [0, 30] and compute
    # the minimal x for each y, then evaluate the objective.
    
    best_value = float('inf')
    
    for y in range(0, 31):
        # Compute minimal x satisfying 100*x + 80*y >= 5000
        required = 5000 - 80 * y
        if required <= 0:
            x = 0.0
        else:
            # x must be at least required/100; we allow fractional x
            x = required / 100.0
        
        # x must be nonnegative
        if x < 0:
            continue
        
        value = 50.0 * x + 30.0 * y
        if value < best_value:
            best_value = value
    
    return best_value
```",2200.0,True,0.0,0.0,1.8717894554138184,
60,150000.0,"```python
def solve():
    # We solve the LP:
    # Maximize  2.1*L + 3.3*C
    # Subject to:
    #   15000 <= L <= 40000
    #   5000  <= C <= 20000
    #   L + C >= 50000
    
    # Since the feasible region is a convex polygon and the objective is linear,
    # the optimum occurs at a vertex. We enumerate all candidate vertices formed
    # by intersecting the constraint boundaries and then pick the best feasible one.
    
    candidates = []
    
    # Boundaries:
    # L = 15000 or 40000
    # C = 5000 or 20000
    # L + C = 50000
    
    # 1) Intersections of L/C bounds with L+C=50000
    # L = 15000 -> C = 35000
    candidates.append((15000.0, 50000.0 - 15000.0))
    # L = 40000 -> C = 10000
    candidates.append((40000.0, 50000.0 - 40000.0))
    # C = 5000 -> L = 45000
    candidates.append((50000.0 - 5000.0, 5000.0))
    # C = 20000 -> L = 30000
    candidates.append((50000.0 - 20000.0, 20000.0))
    
    # 2) Corners from simple bounds (without forcing L+C=50000)
    # (L, C) in {15000,40000} x {5000,20000}
    bound_points = [
        (15000.0, 5000.0),
        (15000.0, 20000.0),
        (40000.0, 5000.0),
        (40000.0, 20000.0),
    ]
    candidates.extend(bound_points)
    
    best_value = None
    
    for L, C in candidates:
        # Check feasibility:
        if not (15000.0 <= L <= 40000.0):
            continue
        if not (5000.0 <= C <= 20000.0):
            continue
        if L + C < 50000.0:
            continue
        
        value = 2.1 * L + 3.3 * C
        if (best_value is None) or (value > best_value):
            best_value = value
    
    # best_value is the optimal objective value
    return float(best_value)
```",150000.0,True,0.0,0.0,3.3813071250915527,
61,19.0,"```python
def solve():
    # We need integers t (tractors) and c (cars)
    # Constraints:
    # 1) 40t + 20c >= 500
    # 2) c >= 2t
    # Objective: minimize t + c
    
    best_value = None
    
    # Upper bound for search: in worst case, use only cars: 20c >= 500 -> c >= 25
    # Also, tractors carry more, so t won't exceed 13 (since 40*13 = 520).
    # We'll search a reasonable range for t and c.
    for t in range(0, 20):
        for c in range(0, 50):
            if 40 * t + 20 * c >= 500 and c >= 2 * t:
                total = t + c
                if best_value is None or total < best_value:
                    best_value = total
    
    # Return the minimal total number of vehicles as a float
    return float(best_value)
```",19.0,True,0.0,0.0,2.051830530166626,
62,62.5,"```python
def solve():
    # Let x = units of fertilizer, y = units of seeds
    # Objective: minimize T = 0.5x + 1.5y
    # Constraints:
    # 1) x + y <= 300
    # 2) x >= 50
    # 3) x <= 2y
    # 4) x, y >= 0
    
    # This is a 2-variable LP; we can solve by checking all corner points
    # formed by intersections of the constraint boundaries.
    
    import math

    def feasible(x, y):
        return (
            x + y <= 300 + 1e-9 and
            x >= 50 - 1e-9 and
            x <= 2 * y + 1e-9 and
            x >= -1e-9 and
            y >= -1e-9
        )

    def T(x, y):
        return 0.5 * x + 1.5 * y

    candidates = []

    # Intersections of constraint boundaries:

    # 1) x = 50, x + y = 300 -> y = 250
    x, y = 50.0, 250.0
    if feasible(x, y):
        candidates.append((x, y))

    # 2) x = 50, x = 2y -> 50 = 2y -> y = 25
    x, y = 50.0, 25.0
    if feasible(x, y):
        candidates.append((x, y))

    # 3) x + y = 300, x = 2y -> 2y + y = 300 -> y = 100, x = 200
    x, y = 200.0, 100.0
    if feasible(x, y):
        candidates.append((x, y))

    # Also check potential boundary points where constraints meet axes,
    # though many will be infeasible due to x >= 50 and x <= 2y.

    # 4) x = 50, y = 0
    x, y = 50.0, 0.0
    if feasible(x, y):
        candidates.append((x, y))

    # 5) y = 0, x + y = 300 -> x = 300
    x, y = 300.0, 0.0
    if feasible(x, y):
        candidates.append((x, y))

    # 6) y = 0, x = 2y -> x = 0
    x, y = 0.0, 0.0
    if feasible(x, y):
        candidates.append((x, y))

    # 7) x + y = 300, y = 0 already considered as (300, 0)

    # Now evaluate objective at all feasible candidates
    best_val = math.inf
    for x, y in candidates:
        val = T(x, y)
        if val < best_val:
            best_val = val

    return float(best_val)
```",62.5,True,0.0,0.0,4.288931608200073,
63,37.0,"```python
def solve():
    # We want to minimize total time: x + y
    # Subject to:
    # 20x + 10y >= 700   (allergy pills)
    # 15x + 30y >= 600   (fever pills)
    # 20x + 30y <= 1000  (rare compound)
    # x, y >= 0
    
    # This is a 2-variable linear program; we can solve by checking all corner points
    # formed by intersections of constraint boundaries and axes.
    
    import math

    def feasible(x, y):
        if x < 0 or y < 0:
            return False
        if 20*x + 10*y < 700:
            return False
        if 15*x + 30*y < 600:
            return False
        if 20*x + 30*y > 1000:
            return False
        return True

    candidates = []

    # 1) Intersections of pairs of constraint boundaries

    # a) 20x + 10y = 700 and 15x + 30y = 600
    # Simplify:
    # 2x + y = 70
    # x + 2y = 40
    # Solve:
    # From first: y = 70 - 2x
    # Plug into second: x + 2(70 - 2x) = 40 -> x + 140 - 4x = 40 -> -3x = -100 -> x = 100/3
    # y = 70 - 2*(100/3) = 70 - 200/3 = (210 - 200)/3 = 10/3
    x = 100.0 / 3.0
    y = 10.0 / 3.0
    if feasible(x, y):
        candidates.append((x, y))

    # b) 20x + 10y = 700 and 20x + 30y = 1000
    # Simplify:
    # 2x + y = 70
    # 2x + 3y = 100
    # Subtract first from second: 2y = 30 -> y = 15
    # Then 2x + 15 = 70 -> 2x = 55 -> x = 27.5
    x = 27.5
    y = 15.0
    if feasible(x, y):
        candidates.append((x, y))

    # c) 15x + 30y = 600 and 20x + 30y = 1000
    # Simplify:
    # x + 2y = 40
    # 2x + 3y = 100
    # From first: x = 40 - 2y
    # Plug into second: 2(40 - 2y) + 3y = 100 -> 80 - 4y + 3y = 100 -> -y = 20 -> y = -20 (infeasible)
    # So no feasible intersection here.

    # 2) Intersections with axes (x=0 or y=0) for each constraint boundary

    # For 20x + 10y = 700:
    # x=0 -> y=70
    x, y = 0.0, 70.0
    if feasible(x, y):
        candidates.append((x, y))
    # y=0 -> x=35
    x, y = 35.0, 0.0
    if feasible(x, y):
        candidates.append((x, y))

    # For 15x + 30y = 600:
    # x=0 -> y=20
    x, y = 0.0, 20.0
    if feasible(x, y):
        candidates.append((x, y))
    # y=0 -> x=40
    x, y = 40.0, 0.0
    if feasible(x, y):
        candidates.append((x, y))

    # For 20x + 30y = 1000:
    # x=0 -> y=1000/30
    x, y = 0.0, 1000.0 / 30.0
    if feasible(x, y):
        candidates.append((x, y))
    # y=0 -> x=50
    x, y = 50.0, 0.0
    if feasible(x, y):
        candidates.append((x, y))

    # Now evaluate objective x + y at all feasible candidates
    best_val = math.inf
    for x, y in candidates:
        val = x + y
        if val < best_val:
            best_val = val

    return float(best_val)
```",36.66666666666667,False,0.3333333333333286,0.009009009008765395,5.032155752182007,
64,52.0,"```python
def solve():
    # Let w = number of wide pipes, n = number of narrow pipes
    # Constraints:
    # 1) 25w + 15n >= 900
    # 2) w <= n / 3  ->  3w <= n
    # 3) w >= 5
    # Objective: minimize w + n, with w, n integers and w, n >= 0
    
    best_value = None
    
    # From constraint 1 and 3w <= n, we can bound w.
    # Using n = 3w (smallest n for given w), 25w + 15*(3w) = 70w >= 900 -> w >= 900/70
    # So w >= 12.857..., but also w >= 5, so start from w = 13.
    # For an upper bound, if we used only wide pipes: 25w >= 900 -> w <= 36.
    # So search w in [5, 36] safely.
    
    for w in range(5, 37):
        # n must satisfy:
        # n >= 3w (from 3w <= n)
        # 25w + 15n >= 900 -> n >= (900 - 25w) / 15
        n_min_from_capacity = (900 - 25 * w) / 15.0
        if n_min_from_capacity < 0:
            n_min_from_capacity = 0.0
        
        # Take the ceiling of the max lower bound for n
        n_lower_bound = max(3 * w, int(n_min_from_capacity) if n_min_from_capacity.is_integer() else int(n_min_from_capacity) + 1)
        
        # Now we have a feasible (w, n_lower_bound)
        n = n_lower_bound
        
        # Check feasibility explicitly
        if 25 * w + 15 * n >= 900 and 3 * w <= n and w >= 5:
            total_pipes = w + n
            if best_value is None or total_pipes < best_value:
                best_value = total_pipes
    
    # Return the optimal objective value as float
    return float(best_value)
```",52.0,True,0.0,0.0,3.485238552093506,
