example_idx,gt,status,pred_obj,correct,abs_error,rel_error,latency_sec,num_calls
25,4990.0,OPTIMAL,4990.0,True,0.0,0.0,5.403494119644165,2
26,-99999.0,OPTIMAL,3000.0,False,,,3.3780980110168457,2
27,67.0,OPTIMAL,67.0,True,0.0,0.0,5.120893716812134,2
28,29.0,OPTIMAL,29.0,True,0.0,0.0,3.8940212726593018,2
29,369.0,OPTIMAL,369.0,True,0.0,0.0,3.5770044326782227,2
30,206250.0,OPTIMAL,206250.0,True,0.0,0.0,4.298785924911499,2
31,84.0,OPTIMAL,56.0,False,28.0,0.33333333332936504,6.659510135650635,2
32,600.0,OPTIMAL,487.5,False,112.5,0.1874999999996875,5.118647575378418,2
33,239.0,OPTIMAL,239.0,True,0.0,0.0,3.4818859100341797,2
34,33.5,OPTIMAL,33.5,True,0.0,0.0,5.324591398239136,2
35,4400.0,OPTIMAL,4400.0,True,0.0,0.0,9.108588218688965,2
36,150000.0,INFEASIBLE,,False,,,4.606933355331421,2
37,648.0,OPTIMAL,648.0,True,0.0,0.0,4.000182151794434,2
38,300.0,OPTIMAL,300.0,True,0.0,0.0,5.833074569702148,2
39,8.0,OPTIMAL,8.0,True,0.0,0.0,4.196765422821045,2
40,142.0,OPTIMAL,142.0,True,0.0,0.0,4.2994115352630615,2
41,540.0,OPTIMAL,540.0,True,0.0,0.0,3.9947311878204346,2
42,17000.0,OPTIMAL,17000.0,True,0.0,0.0,3.98939847946167,2
43,990.0,OPTIMAL,990.0,True,0.0,0.0,4.406907796859741,2
44,-99999.0,INF_OR_UNBD,,False,,,4.29678750038147,2
45,960.0,OPTIMAL,960.0,True,0.0,0.0,3.5832948684692383,2
46,290.5,OPTIMAL,291.6666666666667,False,1.1666666666666856,0.004016064257014353,3.1779348850250244,2
47,4190.0,OPTIMAL,4190.0,True,0.0,0.0,5.729736804962158,2
48,5.851851851851852,OPTIMAL,5.851851851851852,True,0.0,0.0,3.174785614013672,2
49,3.0,OPTIMAL,2.5,False,0.5,0.1666666666111111,3.9949791431427,2
50,14375.0,OPTIMAL,14375.0,True,0.0,0.0,4.399789571762085,2
51,25.0,OPTIMAL,25.0,True,0.0,0.0,5.020074844360352,2
52,1000.0,OPTIMAL,970.0,False,30.0,0.029999999999970002,4.81043553352356,2
53,690.0,OPTIMAL,690.0,True,0.0,0.0,4.199781656265259,2
54,1680.0,OPTIMAL,1684.6153846153848,False,4.615384615384755,0.0027472527472511953,3.58335280418396,2
55,25.0,OPTIMAL,25.0,True,0.0,0.0,4.707777738571167,2
56,7.0,OPTIMAL,7.0,True,0.0,0.0,4.197068929672241,2
57,85500.0,OPTIMAL,85500.0,True,0.0,0.0,4.815277576446533,2
58,9000.0,OPTIMAL,9000.0,True,0.0,0.0,4.094418287277222,2
59,2200.0,OPTIMAL,2200.0,True,0.0,0.0,4.209538459777832,2
60,150000.0,OPTIMAL,150000.0,True,0.0,0.0,7.154136657714844,2
61,19.0,OPTIMAL,19.0,True,0.0,0.0,4.100751638412476,2
62,62.5,OPTIMAL,62.5,True,0.0,0.0,4.719207763671875,2
63,37.0,OPTIMAL,36.666666666666664,False,0.3333333333333357,0.009009009008765587,5.518213987350464,2
64,52.0,OPTIMAL,52.0,True,0.0,0.0,4.504912853240967,2
65,580.0,OPTIMAL,590.0,False,10.0,0.0172413793103151,5.018353462219238,2
66,-99999.0,OPTIMAL,76.0,False,,,5.833395719528198,2
67,60.0,OPTIMAL,60.0,True,0.0,0.0,4.502310514450073,2
68,2400.0,OPTIMAL,2333.3333333333335,False,66.66666666666652,0.02777777777776614,5.119749546051025,2
69,735.0,OPTIMAL,735.0,True,0.0,0.0,9.517679691314697,2
70,14.0,OPTIMAL,14.0,True,0.0,0.0,8.913735628128052,2
71,1480.0,OPTIMAL,1480.0,True,0.0,0.0,7.784163951873779,2
72,1.5,OPTIMAL,1.5,True,0.0,0.0,5.834810256958008,2
73,6.4,OPTIMAL,21.333333333333336,False,14.933333333333335,2.33333333296875,4.303800344467163,2
74,5050.0,OPTIMAL,5050.0,True,0.0,0.0,7.781552791595459,2
75,1800.0,OPTIMAL,1800.0,True,0.0,0.0,5.423942804336548,2
76,1965.0,OPTIMAL,1965.0,True,0.0,0.0,6.449958801269531,2
77,310.0,OPTIMAL,320.0,False,10.0,0.032258064516024976,6.554797887802124,2
78,14.0,OPTIMAL,14.0,True,0.0,0.0,7.165975332260132,2
79,36900.0,OPTIMAL,37083.333333333336,False,183.33333333333576,0.004968383017163436,5.120882511138916,2
80,6.0,OPTIMAL,6.0,True,0.0,0.0,5.018958568572998,2
81,17.714285714285715,OPTIMAL,17.71428571428571,True,3.552713678800501e-15,2.0055641734031944e-16,7.471705436706543,2
82,1001.0,OPTIMAL,800.0,False,201.0,0.2007992007990002,5.737900972366333,2
83,390.0,OPTIMAL,390.0,True,0.0,0.0,5.525508165359497,2
84,81000.0,OPTIMAL,81000.0,True,0.0,0.0,7.166565179824829,2
85,72.0,OPTIMAL,66.66666666666667,False,5.333333333333329,0.0740740740730452,9.08349323272705,2
86,4000000.0,OPTIMAL,3630000.0,False,370000.0,0.09249999999999999,8.022650241851807,2
87,1080.0,OPTIMAL,1080.0,True,0.0,0.0,6.244825839996338,2
88,32.0,OPTIMAL,32.0,True,0.0,0.0,8.186824560165405,2
89,810.0,OPTIMAL,810.0,True,0.0,0.0,6.154231786727905,2
90,160.0,OPTIMAL,160.0,True,0.0,0.0,6.747283935546875,2
91,230.0,OPTIMAL,230.0,True,0.0,0.0,5.878463983535767,2
92,24.0,OPTIMAL,24.0,True,0.0,0.0,5.591200590133667,2
93,2480.0,OPTIMAL,2480.0,True,0.0,0.0,6.964638948440552,2
94,310.0,OPTIMAL,310.0,True,0.0,0.0,5.018669128417969,2
95,300.0,OPTIMAL,110.0,False,190.0,0.6333333333312222,6.755428791046143,2
96,22.0,OPTIMAL,22.0,True,0.0,0.0,6.412081480026245,2
97,175.0,OPTIMAL,175.0,True,0.0,0.0,6.178621768951416,2
98,30.0,OPTIMAL,30.0,True,0.0,0.0,6.965111970901489,2
99,342750.0,OPTIMAL,342857.14285714284,False,107.14285714284051,0.00031259768677706844,8.704040288925171,2
100,30000.0,OPTIMAL,30000.0,True,0.0,0.0,7.676044702529907,2
101,1366.6666666666667,OPTIMAL,1366.6666666666667,True,0.0,0.0,7.374037981033325,2
102,-99999.0,INFEASIBLE,,False,,,5.6304521560668945,2
103,26.0,OPTIMAL,26.0,True,0.0,0.0,6.3521037101745605,2
104,571.0,OPTIMAL,571.0,True,0.0,0.0,7.063594579696655,2
105,61875.0,OPTIMAL,50625.0,False,11250.0,0.18181818181817888,6.017277479171753,2
106,166.66666666666669,OPTIMAL,166.66666666666666,True,2.842170943040401e-14,1.7053025658140085e-16,8.932974576950073,2
107,4347.0,OPTIMAL,4347.0,True,0.0,0.0,6.658434629440308,2
108,1500.0,OPTIMAL,1500.0,True,0.0,0.0,8.287190675735474,2
109,45.0,OPTIMAL,45.0,True,0.0,0.0,5.5330970287323,2
110,430.0,OPTIMAL,430.0,True,0.0,0.0,6.245323896408081,2
111,600.0,OPTIMAL,600.0,True,0.0,0.0,6.143555641174316,2
112,125.0,OPTIMAL,125.0,True,0.0,0.0,8.496187210083008,2
113,507.8,OPTIMAL,935.0,False,427.2,0.8412760929483236,7.276320934295654,2
114,684000.0,OPTIMAL,684000.0,True,0.0,0.0,7.236095905303955,2
115,2500.0,OPTIMAL,11275.0,False,8775.0,3.509999999998596,7.233725547790527,2
116,22.0,OPTIMAL,22.0,True,0.0,0.0,7.9473326206207275,2
117,430.7692307692308,OPTIMAL,320.0,False,110.76923076923077,0.2571428571422602,6.040924072265625,2
118,465.0,OPTIMAL,465.0,True,0.0,0.0,16.284133672714233,2
119,291.4,OPTIMAL,291.4,True,0.0,0.0,8.393295764923096,2
120,363.0,OPTIMAL,363.0,True,0.0,0.0,6.557292222976685,2
121,22.0,OPTIMAL,22.0,True,0.0,0.0,4.809772491455078,2
122,28.0,OPTIMAL,28.0,True,0.0,0.0,8.701403379440308,2
123,4.0,OPTIMAL,2.4,False,1.6,0.3999999999,5.122152328491211,2
124,11980.0,OPTIMAL,12000.0,False,20.0,0.0016694490818028656,7.061833143234253,2
125,2250.0,OPTIMAL,2250.0,True,0.0,0.0,5.531384706497192,2
126,19.0,OPTIMAL,19.0,True,0.0,0.0,5.3222901821136475,2
127,44.0,OPTIMAL,44.0,True,0.0,0.0,6.555561304092407,2
128,342.0,OPTIMAL,342.0,True,0.0,0.0,5.6730310916900635,2
129,120.0,OPTIMAL,120.0,True,0.0,0.0,5.284472227096558,2
130,32.0,OPTIMAL,34.0,False,2.0,0.06249999999804688,5.631731033325195,2
131,60.0,OPTIMAL,60.0,True,0.0,0.0,5.4221415519714355,2
132,511.4285714285713,OPTIMAL,511.4285714285714,True,1.1368683772161603e-13,2.222926994552392e-16,6.145545721054077,2
133,650.0,OPTIMAL,26300.0,False,25650.0,39.46153846147775,6.348875522613525,2
134,480.0,OPTIMAL,487.5,False,7.5,0.015624999999967448,6.55078911781311,2
135,136.0,OPTIMAL,136.0,True,0.0,0.0,4.710995197296143,2
136,30.0,OPTIMAL,30.0,True,0.0,0.0,5.224146366119385,2
137,64.0,OPTIMAL,64.0,True,0.0,0.0,5.73262095451355,2
138,10060.0,OPTIMAL,10000.0,False,60.0,0.005964214711729029,5.5304553508758545,2
139,670.0,OPTIMAL,670.0,True,0.0,0.0,5.731351375579834,2
140,1000.0,OPTIMAL,1000.0,True,0.0,0.0,9.213961124420166,2
141,40.0,OPTIMAL,40.0,True,0.0,0.0,4.915217876434326,2
142,306.0,OPTIMAL,306.0,True,0.0,0.0,5.432831287384033,2
143,-99999.0,INFEASIBLE,,False,,,5.4216148853302,2
144,1070.0,OPTIMAL,1070.0,True,0.0,0.0,6.247498989105225,2
145,60.0,OPTIMAL,60.0,True,0.0,0.0,4.503324031829834,2
146,50.0,OPTIMAL,133.33333333333334,False,83.33333333333334,1.6666666666333336,6.1450910568237305,2
147,16666.666666666664,OPTIMAL,16666.666666666664,True,0.0,0.0,4.810897588729858,2
148,75.0,OPTIMAL,75.0,True,0.0,0.0,5.528147220611572,2
149,71.0,OPTIMAL,71.0,True,0.0,0.0,6.146337032318115,2
150,6000.0,OPTIMAL,6000.0,True,0.0,0.0,5.937962055206299,2
151,5.0,OPTIMAL,5.0,True,0.0,0.0,7.313149929046631,2
152,6.0,INFEASIBLE,,False,,,6.818217754364014,2
153,-99999.0,OPTIMAL,84.0,False,,,5.347693681716919,2
154,95.0,OPTIMAL,330.0,False,235.0,2.4736842105002768,7.142467260360718,2
155,133200.0,OPTIMAL,133333.3333333333,False,133.33333333331393,0.001001001001000848,5.72152853012085,2
156,217.0,OPTIMAL,217.0,True,0.0,0.0,6.563183784484863,2
157,78.0,OPTIMAL,0.0,False,78.0,0.9999999999871795,5.119337558746338,2
158,23.5,OPTIMAL,23.5,True,0.0,0.0,6.348464250564575,2
159,333.0,OPTIMAL,333.0,True,0.0,0.0,5.735556602478027,2
160,29.0,OPTIMAL,29.0,True,0.0,0.0,4.813771963119507,2
161,1990.0,OPTIMAL,1990.0,True,0.0,0.0,8.597549200057983,2
162,70.0,OPTIMAL,70.0,True,0.0,0.0,5.738555908203125,2
163,268.0,OPTIMAL,268.0,True,0.0,0.0,6.015866279602051,2
164,80000.0,OPTIMAL,80000.0,True,0.0,0.0,5.141698598861694,2
165,7500.0,OPTIMAL,5625.0,False,1875.0,0.24999999999996667,5.737794637680054,2
166,24.0,OPTIMAL,24.0,True,0.0,0.0,5.527677536010742,2
167,48.0,INFEASIBLE,,False,,,6.5522260665893555,2
168,89.0,OPTIMAL,89.0,True,0.0,0.0,4.811233282089233,2
169,18.0,OPTIMAL,16.0,False,2.0,0.11111111110493826,9.627106428146362,2
170,80000.0,OPTIMAL,80000.0,True,0.0,0.0,10.546219110488892,2
171,101.81818181818184,OPTIMAL,95.0,False,6.818181818181841,0.06696428571362824,6.245269298553467,2
172,368.0,OPTIMAL,368.0,True,0.0,0.0,8.296649932861328,2
173,6300.0,OPTIMAL,6300.0,True,0.0,0.0,7.471782207489014,2
174,260.0,OPTIMAL,260.0,True,0.0,0.0,8.091099739074707,2
175,960.0,OPTIMAL,1020.0,False,60.0,0.0624999999999349,6.242682456970215,2
176,6794.0,OPTIMAL,6794.0,True,0.0,0.0,8.191295623779297,2
177,67.0,OPTIMAL,67.0,True,0.0,0.0,5.838066101074219,2
178,226.0,OPTIMAL,226.0,True,0.0,0.0,7.782975196838379,2
179,582.0,OPTIMAL,582.0,True,0.0,0.0,6.551392555236816,2
180,375.0,OPTIMAL,375.0,True,0.0,0.0,6.243326187133789,2
181,480.0,OPTIMAL,480.0,True,0.0,0.0,5.939821481704712,2
182,65000.0,OPTIMAL,72000.0,False,7000.0,0.10769230769230605,5.222668170928955,2
183,20.0,OPTIMAL,12.0,False,8.0,0.39999999998,6.760948896408081,2
184,118.0,OPTIMAL,118.0,True,0.0,0.0,5.93581485748291,2
185,16.0,OPTIMAL,16.0,True,0.0,0.0,5.7355804443359375,2
186,-99999.0,OPTIMAL,3200.0,False,,,7.371812343597412,2
187,11.0,OPTIMAL,11.0,True,0.0,0.0,5.429257154464722,2
188,46000.0,OPTIMAL,46000.0,True,0.0,0.0,8.907861948013306,2
189,7000.0,OPTIMAL,7000.0,True,0.0,0.0,6.65152645111084,2
190,677.5,OPTIMAL,670.0,False,7.5,0.011070110701090671,5.93927264213562,2
191,79000.0,OPTIMAL,66500.0,False,12500.0,0.1582278481012638,7.984851598739624,2
192,2500.0,OPTIMAL,2500.0,True,0.0,0.0,6.861241817474365,2
193,65.0,OPTIMAL,65.0,True,0.0,0.0,7.068310260772705,2
194,175.0,OPTIMAL,166.66666666666669,False,8.333333333333314,0.047619047618775404,4.912997722625732,2
195,800.0,OPTIMAL,800.0,True,0.0,0.0,7.575040817260742,2
196,110.0,OPTIMAL,110.0,True,0.0,0.0,5.42845344543457,2
197,19.0,OPTIMAL,19.0,True,0.0,0.0,9.011388301849365,2
198,-99999.0,OPTIMAL,50.0,False,,,5.324098587036133,2
199,14.0,OPTIMAL,14.0,True,0.0,0.0,5.527765989303589,2
200,100.0,OPTIMAL,100.0,True,0.0,0.0,6.861386299133301,2
201,2000.0,OPTIMAL,2000.0,True,0.0,0.0,6.551738023757935,2
202,1125.0,OPTIMAL,1125.0,True,0.0,0.0,5.733401536941528,2
203,1552.0,OPTIMAL,1552.0,True,0.0,0.0,5.329059362411499,2
204,750.0,OPTIMAL,750.0,True,0.0,0.0,5.525468826293945,2
205,200.0,OPTIMAL,200.0,True,0.0,0.0,6.040590286254883,2
206,610.0,OPTIMAL,610.0,True,0.0,0.0,5.943011522293091,2
207,50.0,OPTIMAL,50.0,True,0.0,0.0,5.832247018814087,2
208,819.0,OPTIMAL,819.0,True,0.0,0.0,6.352313041687012,2
209,890.0,OPTIMAL,890.0,True,0.0,0.0,6.960969924926758,2
210,310.0,OPTIMAL,310.0,True,0.0,0.0,6.348894357681274,2
211,555.0,OPTIMAL,555.0,True,0.0,0.0,5.6286139488220215,2
212,430.7692307692307,OPTIMAL,400.0,False,30.769230769230717,0.0714285714284055,6.042933940887451,2
213,40.0,OPTIMAL,40.0,True,0.0,0.0,4.506100177764893,2
214,225.00000000000003,OPTIMAL,225.00000000000003,True,0.0,0.0,9.829702615737915,2
215,30.0,OPTIMAL,30.0,True,0.0,0.0,5.734706401824951,2
216,60.0,OPTIMAL,55.0,False,5.0,0.08333333333194445,5.936222314834595,2
217,256500.0,OPTIMAL,256500.0,True,0.0,0.0,4.8122968673706055,2
218,1970.0,OPTIMAL,1830.0,False,140.0,0.07106598984767966,10.858520984649658,2
219,70.0,OPTIMAL,70.0,True,0.0,0.0,6.0506627559661865,2
220,40.0,OPTIMAL,40.0,True,0.0,0.0,5.517589330673218,2
221,125.49295774647888,OPTIMAL,125.49295774647888,True,0.0,0.0,8.805960178375244,2
222,8.0,OPTIMAL,8.0,True,0.0,0.0,4.910884618759155,2
223,16500.0,OPTIMAL,16500.0,True,0.0,0.0,9.525774717330933,2
224,2400.0,OPTIMAL,2400.0,True,0.0,0.0,6.243679046630859,2
225,2.3,OPTIMAL,2.1428571428571432,False,0.15714285714285658,0.06832298133675374,5.326965808868408,2
226,72.0,OPTIMAL,72.0,True,0.0,0.0,4.502718448638916,2
227,214.0,OPTIMAL,214.0,True,0.0,0.0,6.146308660507202,2
228,8.0,OPTIMAL,8.0,True,0.0,0.0,4.810200929641724,2
229,2190.0,OPTIMAL,2190.0,True,0.0,0.0,7.886627674102783,2
230,26.0,OPTIMAL,26.0,True,0.0,0.0,8.90883755683899,2
